id	taxonomy
2333899e308d0d8457971d8cdfa20a2e	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Paraprevotella; s__Paraprevotella_clara
22f4ee9a41a4d73580bf7ade8e9e017a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Faecalibacterium; s__Faecalibacterium_prausnitzii
09ad3f07c79e7bbc78206689dc55492d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Dysosmobacter; s__Dysosmobacter_welbionis
2eedf896e95f02090d22dd3e68742ce7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Blautia; s__Blautia_obeum
c728ad6f5d183cb36fa06b6a3a47758b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Faecalibacterium; s__Faecalibacterium_prausnitzii
e1c900e963bc7177edcfba51af352d9f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Sporobacter; s__Sporobacter_termitidis
1875d4e7a11ed24c92a865355693b86c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__[Eubacterium]_eligens_group; s__[Eubacterium]_eligens
ba968750389f02d4d38a04a5bbc736cc	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Monoglobus; s__Monoglobus_pectinilyticus
8d478879084ed7c88660c8b0c4b24923	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Ruminococcus; s__Ruminococcus_bromii
dfa833b266bd2993b86feab3617b34c3	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia; s__Akkermansia_muciniphila
7fd9bb717cf5de62a8bf7562c16a1054	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Blautia; s__Blautia_luti
4df8473b0be4ef1e59f0b0709c586919	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Ruthenibacterium; s__Ruthenibacterium_lactatiformans
39ad3267db6e7e83e902b055e87c8b31	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Barnesiellaceae; g__Barnesiella; s__Barnesiella_intestinihominis
0765c0c663336463b3b6bdec60c49c7f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__[Eubacterium]_eligens_group; s__[Eubacterium]_eligens
177fbc8060a7d68921bd129e6e644061	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__[Eubacterium]_eligens_group; s__[Eubacterium]_eligens
0ae2ea78213ca741ded6f9b30042d4b1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Anaerostipes; s__Anaerostipes_hadrus
0eebf22536faa70d10968eb4972b2736	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Sutterellaceae; g__Parasutterella; s__Parasutterella_excrementihominis
b08a1b53a3fd538cf8355ae121525bdd	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Anaerostipes; s__Anaerostipes_hadrus
5bf7943f5b2345fc046c55b8ca6da298	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Marseillibacter; s__Marseillibacter_massiliensis
6c31248aab400bbb31133caffa277913	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Unknown; g__Flintibacter; s__Flintibacter_butyricus
9cb986fb9a5d33f51977148b33c14fcb	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Coprococcus; s__Coprococcus_eutactus
a8eb3e86e896febff5f3e223f84ba94b	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides; s__Parabacteroides_goldsteinii
31c7bc067538dcf7916e8b7cbefa44e5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Anaerostipes; s__Anaerostipes_hadrus
8dad46f6a56c66ce0fac3fac5b71b674	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Oscillibacter; s__Oscillibacter_ruminantium
fb7a1c0b3625f00ee42dbfcbaa001f12	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Phascolarctobacterium; s__Phascolarctobacterium_faecium
bb4cb74a1c44bbe7d5b215abf892a7ab	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Anaerostipes; s__Anaerostipes_hadrus
f7d40e3c3a3e3a250186ad650ae6ae42	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Ruminococcus; s__Ruminococcus_bromii
79b653a5af7437d97391cc1240447e4d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Blautia; s__Blautia_schinkii
2ab424bb8819d10f58e3059611aeb88c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Lachnoclostridium; s__[Clostridium]_symbiosum
a867d6add80b654f3223dc7240fe32e8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Roseburia; s__Roseburia_inulinivorans
84d5b4caf97aa015e10e7cc6e8784be7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Neglectibacter; s__Neglectibacter_timonensis
ada3c861e302d43e4f813bd754b8b4ec	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Acidaminococcus; s__Acidaminococcus_intestini
35fd41579b5eec27ec14c400c586c480	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Dialister; s__Dialister_invisus
bc9350a59b80d8d6ba12aa3b47ef571d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Coprococcus; s__Coprococcus_catus
8fbfffbc328be7b05b9df5afe90923c2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Eubacteriales_Family_XIII._Incertae_Sedis; g__Ihubacter; s__Ihubacter_massiliensis
26547c96837ae7efcfa67fca0cc71140	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola; s__Phocaeicola_dorei
6b848edd5e6addf3329617c46b3c83a1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Sellimonas; s__Sellimonas_intestinalis
d5c20026d837fa154e8da3d548b9fef5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Caproiciproducens; s__Caproiciproducens_galactitolivorans
01eafc59ca72c8ecb3951d4732cbe9b6	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola; s__Phocaeicola_dorei
fef4a37f1f4d24a6c91f5caf8fbaa33d	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__Alistipes_communis
489021343dda97066a10d32e48c1f658	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila; s__Bilophila_wadsworthia
52ba52e30f9d5544bdace0dc6dd18956	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Anaerobutyricum-[Eubacterium]_hallii_group; s__Anaerobutyricum_soehngenii:[Eubacterium]_hallii
7b6d335d29fb8edf989ba7d03a848d84	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Roseburia; s__Roseburia_inulinivorans
4aec1c9611a1ea18d98bccc72ffc6beb	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Anaerobutyricum-[Eubacterium]_hallii_group; s__Anaerobutyricum_soehngenii:[Eubacterium]_hallii
d542ad12d70fbe77544e169f179bf9a8	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_kribbi
a76bceb8556d98d20da8b2e65d2a974d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Eubacteriaceae; g__Eubacterium; s__Eubacterium_ramulus
d1cf1d11d3e2b5a8fe82b718b6fadc2d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Unknown; g__Lawsonibacter; s__Lawsonibacter_asaccharolyticus
4a1547af0bbae2aff8f3222d2fba2102	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Unknown; s__[Eubacterium]_siraeum
caf8a0bd1ac4695e6a5576f2274e1cdf	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Blautia; s__Blautia_caecimuris-glucerasea-producta
0ce60006eb63f10866aa8ed61af8da02	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__Alistipes_finegoldii
1ad6328e6e0887cc03b5e92de3521212	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Anaerotignum; s__Anaerotignum_faecicola
227150a66a20144052651a21613100be	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Acidaminococcales; f__Acidaminococcaceae; g__Acidaminococcus; s__Acidaminococcus_intestini
3534b4be198dac95882f6e730b647c60	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Anaerobutyricum-[Eubacterium]_hallii_group; s__Anaerobutyricum_soehngenii:[Eubacterium]_hallii
4abaa483334092f021534a979086baeb	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola; s__Phocaeicola_dorei
af3909edeceab197f554e240fe97af83	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__Alistipes_inops
365d40757b7a146d54fb57f51f28657c	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola; s__Phocaeicola_plebeius
93b58b0ba0d326e9c8d1a81f8672c16a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Mediterraneibacter; s__Mediterraneibacter_faecis:[Ruminococcus]_torques
0246885cf7157b74ba80daf1b827b996	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_kribbi
4afcdc6dfdf4d4eb76054557d89dfad6	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola; s__Phocaeicola_dorei
e78652a2027cf276c50e6f18ba43a181	k__Bacteria; p__Firmicutes; c__Unknown; o__Unknown; f__Unknown; g__Negativibacillus; s__Negativibacillus_massiliensis
1c1c2dd95299d9f9c2d969551673bae8	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides; s__Parabacteroides_distasonis
d9d2f801acfc9bec01df068293df6b94	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Peptostreptococcaceae; g__Intestinibacter; s__Intestinibacter_bartlettii
e6d37de1c5fe663010cbf74111c01304	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Veillonella; s__Veillonella_infantium
06419b4ffeec12dab87f7c15910ac5e8	k__Bacteria; p__Firmicutes; c__Bacilli; o__RF39; f__RF39; g__RF39; s__anaerobic_digester
7862462431c2d710680a356852bbcafa	k__Bacteria; p__Firmicutes; c__Tissierellia; o__Tissierellales; f__Peptoniphilaceae; g__Anaerococcus; s__Anaerococcus_obesiensis-vaginalis
9243bc95f3bb4eba8fabc522fa335a7f	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_caccae
8eb4e34fd58ab95fa2efab34940c01fa	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_copri
440f0421c62d496c568ea76483e05084	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter; s__Campylobacter_hominis
3e93687b8cd83adb12e013fac46aab64	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola; s__Phocaeicola_massiliensis
9c9cfdfa3e94c6c347710c7b831f30d2	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_rodentium
df5c1ef25ab497ab767dcbb6be082f83	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia; s__Akkermansia_muciniphila
7b5abfbc77bdae8ff28e18062acaf77f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Flavonifractor; s__Flavonifractor_plautii
dba56507dc9d57f4d2c6d878304f3a7d	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola; s__Phocaeicola_dorei
b74ab6944f5a7e98a99e29bcbea455c0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_stercoris
f15d0811f42583d8c5a62800627d7f25	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_stercoris
280d27c16aae04e5916267ec1b66f18b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Eubacteriaceae; g__Eubacterium; s__Eubacterium_ruminantium
9be8e4d4919ec569eb355cb676c02eef	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Flavonifractor; s__Flavonifractor_plautii
5207023275b891ef37f87a0ec090c4c0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__Alistipes_ihumii
fd0a83255e0a66f06aa02d04f1b935e0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Ruminococcus; s__Ruminococcus_champanellensis
927948a3ccf40d7671afc0d5334d3eb6	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_copri
17eb840260a1c54893edfde747b5be4a	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Faecalitalea-Longicatena; s__Faecalitalea_cylindroides:Longicatena_caecimuris
9eaff8c3aca7b74962decea682803d9c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Peptostreptococcaceae; g__Intestinibacter; s__Intestinibacter_bartlettii
990ca7dc83ec1f7499b25325f985cce0	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides; s__Parabacteroides_distasonis
76fcaf7488ae2633c73037ef5546bee1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Fournierella; s__Fournierella_massiliensis
82c448c1808ec28bd3b550b0460519cb	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Clostridiaceae; g__Hungatella; s__Hungatella_hathewayi
0a49a32752b611a144ddd506a2155134	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotellamassilia; s__Prevotellamassilia_timonensis
225585dd8c7d007daa1ae8baa397c9a7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Flavonifractor; s__Flavonifractor_plautii
d912c06073abdb9d980ecf2806a51c26	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Flavonifractor; s__Flavonifractor_plautii
54a61742b51e8332f94f6aa0a973e70c	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae; g__Conservatibacter; s__Conservatibacter_flavescens
f75f2cdd29ab1d08a7569f16014e4365	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Veillonellales; f__Veillonellaceae; g__Dialister; s__Dialister_succinatiphilus
d6bff94349f93df9c98368bfbc740ed0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Faecalimonas; s__Faecalimonas_umbilicata
4b6486766b7a76e7f1fbea71c7481295	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_stercoris
f12a0a185eac530144304b1b954cfcd7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Anaeromassilibacillus; s__Anaeromassilibacillus_senegalensis
bbe241f06ffd98ca4e1ce00701f0f454	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Holdemanella-[Eubacterium]; s__Holdemanella_biformis:[Eubacterium]_biforme
66d5d9f8947998d5f49d929f0ad8013b	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium_dentium
5a0ded8318b612ec9124d561da65efb2	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__Alistipes_shahii
77c76da8a1d97a35f432b351cb88bd06	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__[Eubacterium]; s__[Eubacterium]_biforme
657e7b84024e6fc2332d140421e4be7f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Anaerosporobacter; s__Anaerosporobacter_mobilis
2db5ff795ad81b820216c1b79a1df48a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Coprococcus; s__Coprococcus_eutactus
218f40f443caf002f5ad5aa59ee08859	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides; s__Parabacteroides_distasonis
ca60f9527111263bca48622331f2b3f6	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__Alistipes_putredinis
96ed6cb0d5f3bea4c7d87104acc9052d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Ruminococcus; s__Ruminococcus_callidus
8f5861dd05ff347032a565cd7ad31870	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Unknown; g__Fenollaria; s__Fenollaria_massiliensis
11902be998c8092e98cbe98af2f648af	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Mediterraneibacter; s__[Ruminococcus]_gnavus
77c272dbcb42643773a3eee810faf8ca	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Frisingicoccus; s__Frisingicoccus_caecimuris
47d74904a190fe918c6eea86295320d2	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Phocaeicola; s__Phocaeicola_massiliensis
eda97bc079875dfc6a8076ecda9ee77e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Anaerotignum; s__Anaerotignum_lactatifermentans
5bd72dc839fc73528c45596ca62b77f8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Eisenbergiella; s__Eisenbergiella_massiliensis-tayi
33f8450a6a1ca843cacb2d9a56cf5be4	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Sutterellaceae; g__Duodenibacillus; s__Duodenibacillus_massiliensis
222e21f6500d5e0aa66f371387a91193	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Sutterellaceae; g__Sutterella; s__Sutterella_wadsworthensis
275a909b71518ce743cea6406287671e	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides; s__Parabacteroides_distasonis
7a1a7d3362a2f4e3bb2b0f088b9a6b84	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelatoclostridium; s__[Clostridium]_innocuum
f8fe99bb3b5e94ba7e59d62f387c4f19	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Faecalibacterium; s__Faecalibacterium_prausnitzii
8e343cc0580be48157bc91396375c5d8	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Barnesiellaceae; g__Coprobacter; s__Coprobacter_fastidiosus
acd8e9fbf3ac9220d789d9a7950c4fab	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_copri
3a71e9a054fdfb756bfc1881602b808d	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Odoribacteraceae; g__Odoribacter; s__Odoribacter_splanchnicus
5287d8ae64d1e964b0bb7c203d98e154	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae-Oscillospiraceae; g__Ruminococcus-[Ruminococcus]_torques_group; s__Ruminococcus_lactaris
b700c25d64104727df230b3446f6439e	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_stercoris
0f11ad9d5be83842b10a88041d80737b	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella_buccalis
abcc0933ce0c53b897fe662537c284f5	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__Alistipes_finegoldii
