ID	vagimock00	vagimock01	vagimock02	vagimock03	vagimock04
AJVZ01000014.101467.102975	12.0	2.0	4.0	1.0	10.0
NR_113096	10.0	3.0	1.0	3.0	5.0
KF999877.1.1488	16.0	1.0	3.0	1.0	2.0
L16475	9.0	3.0	4.0	3.0	8.0
MH327507.1.1402	0.0	83.0	22.0	17.0	48.0
MH327499.1.1402	0.0	74.0	12.0	25.0	33.0
MH327506.1.1402	0.0	63.0	18.0	26.0	42.0
AF243176	0.0	68.0	22.0	19.0	34.0
MH327504.1.1402	0.0	81.0	26.0	30.0	58.0
EU559601.1	0.0	81.0	29.0	20.0	40.0
AB976544.1.1515	0.0	5.0	57.0	205.0	288.0
AB976546.1.1503	0.0	9.0	74.0	230.0	318.0
AB976543.1.1504	0.0	7.0	52.0	221.0	312.0
AB976547.1.1537	0.0	4.0	70.0	227.0	293.0
AB976549.1.1506	0.0	7.0	57.0	216.0	283.0
MH327500.1.1402	0.0	13.0	70.0	259.0	344.0
DQ316398.1.1518	0.0	7.0	67.0	211.0	315.0
AB976542.1.1518	0.0	11.0	66.0	252.0	331.0
AB976545.1.1508	0.0	3.0	67.0	213.0	305.0
KC561106.1.1500	0.0	3.0	48.0	209.0	308.0
AF243170.1.1508	0.0	8.0	60.0	226.0	316.0
AF257097	0.0	5.0	58.0	229.0	305.0
AB976548.1.1514	0.0	7.0	71.0	220.0	306.0
DQ317604.1.1517	0.0	8.0	63.0	238.0	322.0
DQ333457.1.1517	0.0	7.0	58.0	226.0	297.0
AF243167.1.1497	0.0	4.0	67.0	241.0	324.0
EU559595.1.1562	0.0	3.0	71.0	210.0	301.0
KC561113.1.1516	0.0	5.0	64.0	218.0	283.0
MH327495.1.1402	0.0	3.0	56.0	213.0	311.0
AJ242969.1.1539	0.0	7.0	50.0	206.0	259.0
519915	0.0	1.0	0.0	0.0	0.0
343590	0.0	1.0	0.0	0.0	0.0
522627	0.0	1.0	0.0	0.0	0.0
516453	0.0	1.0	0.0	0.0	0.0
531699	0.0	1.0	0.0	0.0	0.0
530650	0.0	1.0	0.0	0.0	0.0
329280	0.0	1.0	0.0	0.0	0.0
581089	0.0	1.0	0.0	0.0	0.0
4439144	0.0	1.0	0.0	0.0	0.0
520780	0.0	1.0	0.0	0.0	0.0
307154	0.0	1.0	0.0	0.0	0.0
185170	0.0	1.0	0.0	0.0	0.0
512937	0.0	1.0	0.0	0.0	0.0
4318208	0.0	1.0	0.0	0.0	0.0
530725	0.0	1.0	0.0	0.0	0.0
115506	0.0	1.0	0.0	0.0	0.0
519347	0.0	1.0	0.0	0.0	0.0
517558	0.0	1.0	0.0	0.0	0.0
182798	0.0	1.0	0.0	0.0	0.0
518641	0.0	1.0	0.0	0.0	0.0
4367810	0.0	1.0	0.0	0.0	0.0
513417	0.0	1.0	0.0	0.0	0.0
4415433	0.0	1.0	0.0	0.0	0.0
196296	0.0	1.0	0.0	0.0	0.0
521244	0.0	1.0	0.0	0.0	0.0
586354	0.0	1.0	0.0	0.0	0.0
1031634	0.0	1.0	0.0	0.0	0.0
189083	0.0	1.0	0.0	0.0	0.0
522099	0.0	1.0	0.0	0.0	0.0
521957	0.0	1.0	0.0	0.0	0.0
4343156	0.0	1.0	0.0	0.0	0.0
4347155	0.0	1.0	0.0	0.0	0.0
292634	0.0	1.0	0.0	0.0	0.0
560836	0.0	1.0	0.0	0.0	0.0
4412542	0.0	1.0	0.0	0.0	0.0
638461	0.0	1.0	0.0	0.0	0.0
4407964	0.0	1.0	0.0	0.0	0.0
4408223	0.0	1.0	0.0	0.0	0.0
4321532	0.0	1.0	0.0	0.0	0.0
524100	0.0	1.0	0.0	0.0	0.0
2255989	0.0	1.0	0.0	0.0	0.0
513249	0.0	1.0	0.0	0.0	0.0
526701	0.0	1.0	0.0	1.0	0.0
521760	0.0	1.0	0.0	0.0	0.0
CP018218.1053172.1054743	0.0	1.0	0.0	0.0	0.0
CP018218.1700864.1702435	0.0	1.0	0.0	0.0	0.0
CP022988.531012.532583	0.0	1.0	0.0	0.0	0.0
CP022988.1791643.1793214	0.0	1.0	0.0	0.0	0.0
AB680120.1.1491	0.0	1.0	0.0	0.0	0.0
MH392992.1.1523	0.0	1.0	0.0	0.0	0.0
CR954253.1794646.1796206	0.0	1.0	0.0	0.0	0.0
130015	0.0	1.0	0.0	0.0	0.0
CP017235.1541367.1542877	0.0	1.0	0.0	0.0	0.0
NR_075019	0.0	1.0	0.0	0.0	0.0
KF060263.1.1508	0.0	1.0	0.0	0.0	0.0
CP018614.711852.713423	0.0	1.0	0.0	0.0	0.0
MH298535.1.1462	0.0	1.0	0.0	0.0	0.0
MH393020.1.1486	0.0	1.0	0.0	0.0	0.0
CP018218.412709.414280	0.0	1.0	0.0	0.0	0.0
KC545930.1.1507	0.0	1.0	0.0	0.0	0.0
CR954253.1787059.1788619	0.0	1.0	0.0	0.0	0.0
4316884	0.0	1.0	0.0	0.0	0.0
CP001184.149403.150929	0.0	4.0	2.0	0.0	0.0
AF073450	0.0	6.0	0.0	0.0	0.0
AAZR01000004.76708.78232	0.0	2.0	4.0	0.0	0.0
563625	0.0	1.0	0.0	1.0	0.0
KC561122.1.1512	0.0	1.0	0.0	0.0	0.0
ACGV01000168.71.1473	0.0	1.0	1.0	1.0	0.0
114964	0.0	1.0	0.0	0.0	0.0
AB976556.1.1532	0.0	1.0	0.0	1.0	0.0
NR_118977	0.0	1.0	0.0	1.0	0.0
500541	0.0	1.0	0.0	0.0	0.0
4374663	0.0	1.0	1.0	1.0	0.0
376024	0.0	1.0	0.0	1.0	0.0
AB976557.1.1503	0.0	1.0	0.0	0.0	0.0
AB976558.1.1530	0.0	1.0	1.0	0.0	0.0
361850	0.0	1.0	0.0	0.0	0.0
174294	0.0	1.0	0.0	0.0	0.0
524386	0.0	1.0	0.0	0.0	0.0
4391381	0.0	1.0	0.0	0.0	0.0
190675	0.0	1.0	0.0	0.0	0.0
316816	0.0	1.0	0.0	0.0	0.0
363387	0.0	1.0	0.0	0.0	0.0
4464124	0.0	1.0	0.0	0.0	0.0
194836	0.0	1.0	0.0	0.0	0.0
189061	0.0	1.0	0.0	0.0	0.0
4421952	0.0	1.0	0.0	0.0	0.0
DQ518919	0.0	10.0	10.0	24.0	22.0
AF473837	0.0	7.0	8.0	6.0	0.0
CP000139.346743.348252	0.0	1.0	1.0	1.0	0.0
CP000139.4743140.4744649	0.0	1.0	0.0	0.0	0.0
AB050111.1	0.0	1.0	0.0	1.0	0.0
CP000139	0.0	1.0	1.0	1.0	0.0
CP000139.4430477.4431986	0.0	1.0	0.0	0.0	0.0
AB510712.1.1489	0.0	1.0	0.0	1.0	0.0
AY169425.1.1500	0.0	2.0	2.0	0.0	0.0
NR_115511	0.0	3.0	2.0	0.0	0.0
AF542227	0.0	1.0	0.0	0.0	0.0
CZCB01030542.989.2528	0.0	5.0	0.0	0.0	0.0
Z49863	0.0	2.0	1.0	0.0	0.0
FQXV01000034.14.1409	0.0	3.0	2.0	0.0	0.0
CP014159.1005726.1007281	0.0	3.0	1.0	5.0	0.0
CP014159.921228.922783	0.0	1.0	0.0	3.0	0.0
Y17005	0.0	1.0	2.0	0.0	0.0
194957	0.0	1.0	0.0	0.0	0.0
572476	0.0	1.0	0.0	0.0	0.0
344154	0.0	1.0	0.0	0.0	0.0
185544	0.0	1.0	0.0	0.0	0.0
3181657	0.0	1.0	0.0	0.0	0.0
4478915	0.0	1.0	0.0	0.0	0.0
367188	0.0	1.0	0.0	0.0	0.0
3817438	0.0	1.0	0.0	0.0	0.0
289293	0.0	1.0	0.0	0.0	0.0
ABOO01000021.130.1639	0.0	1.0	0.0	0.0	0.0
HM037995	0.0	3.0	4.0	0.0	0.0
LT907978.10744.12262	0.0	2.0	0.0	0.0	0.0
LT907978.166598.168115	0.0	1.0	0.0	0.0	0.0
290018	0.0	1.0	0.0	0.0	0.0
176894	0.0	1.0	0.0	0.0	0.0
366500	0.0	1.0	0.0	0.0	0.0
AF338413	0.0	3.0	0.0	0.0	28.0
1550523	0.0	1.0	0.0	0.0	0.0
4358574	0.0	1.0	0.0	0.0	0.0
3413254	0.0	1.0	0.0	0.0	0.0
AJ278695.1.1412	0.0	1.0	0.0	0.0	35.0
AJ278694.1.1411	0.0	1.0	0.0	0.0	24.0
AM419459.1.1482	0.0	1.0	0.0	0.0	28.0
HF545616.164905.166411	0.0	2.0	0.0	0.0	0.0
NR_118323.1	0.0	2.0	0.0	0.0	0.0
NZ_JAAITS010000136.1	0.0	2.0	0.0	0.0	0.0
AJ292530.41.1371	0.0	1.0	0.0	0.0	0.0
AM113776	0.0	1.0	0.0	0.0	0.0
AB698910	0.0	2.0	2.0	0.0	0.0
AY694148.1.1466	0.0	1.0	0.0	0.0	0.0
U25952	0.0	1.0	0.0	0.0	0.0
525800	0.0	1.0	0.0	0.0	0.0
4339831	0.0	1.0	0.0	0.0	0.0
AY169419.1.1490	0.0	1.0	0.0	0.0	0.0
364536	0.0	1.0	0.0	0.0	0.0
CALI02000005	0.0	2.0	0.0	0.0	0.0
EU526290	0.0	2.0	0.0	0.0	0.0
FJ611794	0.0	2.0	0.0	0.0	0.0
NR_119012	0.0	1.0	0.0	0.0	0.0
AM084228	0.0	1.0	0.0	0.0	0.0
KT886066	0.0	2.0	3.0	0.0	0.0
CP020991.1012661.1014179	0.0	1.0	0.0	0.0	0.0
KY978733	0.0	1.0	0.0	0.0	0.0
845072	0.0	0.0	1.0	0.0	0.0
515170	0.0	0.0	1.0	0.0	0.0
843972	0.0	0.0	1.0	0.0	0.0
4383727	0.0	0.0	1.0	0.0	0.0
513326	0.0	0.0	1.0	0.0	0.0
4326687	0.0	0.0	1.0	0.0	0.0
339221	0.0	0.0	1.0	0.0	0.0
529800	0.0	0.0	1.0	0.0	0.0
339561	0.0	0.0	1.0	0.0	0.0
610859	0.0	0.0	1.0	0.0	0.0
676089	0.0	0.0	1.0	0.0	0.0
AF243154.1.1523	0.0	0.0	1.0	1.0	0.0
183895	0.0	0.0	1.0	0.0	0.0
526786	0.0	0.0	1.0	0.0	0.0
180517	0.0	0.0	1.0	0.0	0.0
368072	0.0	0.0	1.0	0.0	0.0
509638	0.0	0.0	1.0	0.0	0.0
31395	0.0	0.0	1.0	0.0	0.0
1913151	0.0	0.0	1.0	0.0	0.0
2564646	0.0	0.0	1.0	0.0	0.0
289334	0.0	0.0	1.0	0.0	0.0
4412789	0.0	0.0	1.0	0.0	0.0
2154505	0.0	0.0	1.0	0.0	0.0
4096835	0.0	0.0	1.0	0.0	0.0
295411	0.0	0.0	1.0	0.0	0.0
291327	0.0	0.0	1.0	0.0	0.0
D86183	0.0	0.0	60.0	9.0	29.0
AEEQ01000018.217.1734	0.0	0.0	72.0	8.0	27.0
KF933800.1.1486	0.0	0.0	48.0	11.0	21.0
CP029462.2297199.2298764	0.0	0.0	3.0	7.0	10.0
CP029462.1008000.1009561	0.0	0.0	3.0	14.0	6.0
MG811574	0.0	0.0	1.0	6.0	9.0
NR_113098	0.0	0.0	3.0	0.0	0.0
L16476	0.0	0.0	1.0	0.0	0.0
AF443616	0.0	0.0	2.0	0.0	0.0
M24473	0.0	0.0	1.0	0.0	0.0
M96660.1	0.0	0.0	1.0	0.0	0.0
AB370249	0.0	0.0	4.0	4.0	0.0
AM422125	0.0	0.0	2.0	0.0	0.0
NR_113093	0.0	0.0	1.0	0.0	0.0
524865	0.0	0.0	0.0	1.0	0.0
520593	0.0	0.0	0.0	1.0	0.0
344318	0.0	0.0	0.0	1.0	0.0
728234	0.0	0.0	0.0	1.0	0.0
522907	0.0	0.0	0.0	1.0	0.0
519101	0.0	0.0	0.0	1.0	0.0
4437101	0.0	0.0	0.0	1.0	0.0
517996	0.0	0.0	0.0	1.0	0.0
300099	0.0	0.0	0.0	1.0	0.0
519007	0.0	0.0	0.0	1.0	0.0
314613	0.0	0.0	0.0	1.0	0.0
302813	0.0	0.0	0.0	1.0	0.0
AF243177	0.0	0.0	0.0	1.0	0.0
536754	0.0	0.0	0.0	1.0	0.0
365717	0.0	0.0	0.0	1.0	0.0
4387501	0.0	0.0	0.0	1.0	0.0
182373	0.0	0.0	0.0	1.0	0.0
4458006	0.0	0.0	0.0	1.0	0.0
355240	0.0	0.0	0.0	1.0	0.0
AJ422032.1.1480	0.0	0.0	0.0	1.0	0.0
MF369853.1.1478	0.0	0.0	0.0	1.0	0.0
KF312686.1.1448	0.0	0.0	0.0	1.0	0.0
134032	0.0	0.0	0.0	1.0	0.0
X76329	0.0	0.0	0.0	1.0	0.0
AB558162.1.1427	0.0	0.0	0.0	2.0	0.0
CP001708.235850.237365	0.0	0.0	0.0	1.0	0.0
CP001708.643497.645010	0.0	0.0	0.0	1.0	0.0
NR_115503	0.0	0.0	0.0	1.0	0.0
1059977	0.0	0.0	0.0	1.0	1.0
KJ957081.1.1487	0.0	0.0	0.0	1.0	0.0
AAJO01000130.899.2409	0.0	0.0	0.0	1.0	1.0
KP898207.1.1432	0.0	0.0	0.0	1.0	1.0
NR_113091	0.0	0.0	0.0	2.0	0.0
AY570514	0.0	0.0	0.0	2.0	0.0
AM419460	0.0	0.0	0.0	0.0	24.0
CP019978.16400.17950	0.0	0.0	0.0	0.0	1.0
CP021864.71491.73045	0.0	0.0	0.0	0.0	1.0
MH793435.1.1523	0.0	0.0	0.0	0.0	1.0
CP021867.71778.73332	0.0	0.0	0.0	0.0	1.0
KX792215.1.1201	0.0	0.0	0.0	0.0	1.0
MH447027.1.1250	0.0	0.0	0.0	0.0	1.0
CP021771.1973767.1975321	0.0	0.0	0.0	0.0	1.0
CP016501.1789474.1791028	0.0	0.0	0.0	0.0	1.0
CP019811.241548.243092	0.0	0.0	0.0	0.0	1.0
CP019811.317382.318925	0.0	0.0	0.0	0.0	1.0
AAJO01000006.790.2295	0.0	0.0	0.0	0.0	1.0
AAJO01000018.19844.21350	0.0	0.0	0.0	0.0	1.0
CP019800.172352.173896	0.0	0.0	0.0	0.0	1.0
DQ925472	0.0	0.0	0.0	0.0	122.0
